ID	start	end	strand	phrog_id	phrog_category	phynteny_category	phynteny_score	phynteny_confidence	phage
NC_023009.1_166	106704	106932	+	1696	tail	NA	NA	NA	NC_023009.1
NC_023009.1_167	107027	107288	+	2673	unknown function	head and packaging	2.5910	0.2091	NC_023009.1
NC_023009.1_168	107291	107750	+	2721	unknown function	head and packaging	1.5732	0.2189	NC_023009.1
NC_023009.1_169	107727	108048	+	1850	other	NA	NA	NA	NC_023009.1
NC_023009.1_170	108040	109291	+	284	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_023009.1
NC_023009.1_171	109304	109673	+	2892	unknown function	moron, auxiliary metabolic gene and host takeover	8.3539	0.3789	NC_023009.1
NC_023009.1_172	109659	109971	+	3644	unknown function	head and packaging	1.1388	0.1975	NC_023009.1
NC_023009.1_173	110034	110571	+	1080	unknown function	head and packaging	2.5806	0.1963	NC_023009.1
NC_023009.1_174	110563	111331	+	984	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_023009.1
NC_023009.1_175	111308	111755	+	2356	unknown function	head and packaging	3.3208	0.1810	NC_023009.1
NC_023009.1_176	111754	112618	+	1113	head and packaging	NA	NA	NA	NC_023009.1
NC_023009.1_177	112989	113721	+	1007	unknown function	head and packaging	6.8663	0.2833	NC_023009.1
NC_023009.1_178	113738	114197	+	1104	head and packaging	NA	NA	NA	NC_023009.1
NC_023009.1_179	114261	114705	+	1303	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_023009.1
NC_023009.1_180	114721	115426	+	2726	unknown function	head and packaging	1.4367	0.1703	NC_023009.1
NC_023009.1_181	115487	115886	+	2863	moron, auxiliary metabolic gene and host takeover	NA	NA	NA	NC_023009.1
NC_023009.1_182	116032	116275	+	3157	unknown function	head and packaging	1.0295	0.1779	NC_023009.1
NC_023009.1_183	116279	116444	+	6754	unknown function	moron, auxiliary metabolic gene and host takeover	7.0768	0.2549	NC_023009.1
NC_023009.1_184	116430	116523	+	20161	unknown function	DNA, RNA and nucleotide metabolism	1.2443	0.1826	NC_023009.1
NC_023009.1_185	116611	116770	+	4430	moron, auxiliary metabolic gene and host takeover	NA	NA	NA	NC_023009.1
NC_023009.1_186	116804	117005	+	3453	unknown function	DNA, RNA and nucleotide metabolism	1.5084	0.1951	NC_023009.1
NC_023009.1_187	117005	117296	+	4096	unknown function	moron, auxiliary metabolic gene and host takeover	9.0855	0.5239	NC_023009.1
NC_023009.1_188	117387	117696	+	1099	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_023009.1
NC_023009.1_189	117692	118601	+	619	other	NA	NA	NA	NC_023009.1
NC_023009.1_190	118618	120088	+	448	other	NA	NA	NA	NC_023009.1
NC_023009.1_191	120431	120824	+	3847	unknown function	DNA, RNA and nucleotide metabolism	1.1824	0.2168	NC_023009.1
NC_023009.1_192	120825	121047	+	4340	unknown function	moron, auxiliary metabolic gene and host takeover	7.0730	0.3342	NC_023009.1
NC_023009.1_193	121112	121424	+	6716	other	NA	NA	NA	NC_023009.1
NC_023009.1_194	121426	121936	+	4855	lysis	NA	NA	NA	NC_023009.1
NC_023009.1_195	121937	122267	+	4637	unknown function	DNA, RNA and nucleotide metabolism	1.0399	0.2018	NC_023009.1
NC_023009.1_196	122272	122467	+	4983	unknown function	moron, auxiliary metabolic gene and host takeover	4.7671	0.2510	NC_023009.1
NC_023009.1_197	122490	122805	+	5741	unknown function	moron, auxiliary metabolic gene and host takeover	6.1232	0.2528	NC_023009.1
NC_023009.1_198	122819	122987	+	5729	unknown function	moron, auxiliary metabolic gene and host takeover	7.5406	0.2913	NC_023009.1
NC_023009.1_199	123023	123125	+	7862	unknown function	moron, auxiliary metabolic gene and host takeover	9.9162	0.9366	NC_023009.1
NC_023009.1_200	123223	123718	+	No_PHROG	unknown function	DNA, RNA and nucleotide metabolism	3.6871	0.3710	NC_023009.1
NC_023009.1_201	123724	123847	+	24718	unknown function	moron, auxiliary metabolic gene and host takeover	9.4510	0.6481	NC_023009.1
NC_023009.1_202	123832	123928	-	No_PHROG	unknown function	moron, auxiliary metabolic gene and host takeover	2.3983	0.2894	NC_023009.1
NC_023009.1_203	124021	124129	+	No_PHROG	unknown function	moron, auxiliary metabolic gene and host takeover	9.0198	0.5075	NC_023009.1
NC_023009.1_204	124233	124533	+	654	unknown function	moron, auxiliary metabolic gene and host takeover	7.8884	0.3214	NC_023009.1
NC_023009.1_205	124548	124647	+	No_PHROG	unknown function	moron, auxiliary metabolic gene and host takeover	7.9293	0.3261	NC_023009.1
NC_023009.1_206	124624	124735	+	3204	unknown function	moron, auxiliary metabolic gene and host takeover	9.5968	0.7237	NC_023009.1
NC_023009.1_207	124841	125132	+	654	unknown function	integration and excision	1.6098	0.2489	NC_023009.1
NC_023009.1_208	125131	125419	+	654	unknown function	moron, auxiliary metabolic gene and host takeover	7.3138	0.2845	NC_023009.1
NC_023009.1_209	125418	125712	+	654	unknown function	moron, auxiliary metabolic gene and host takeover	6.6268	0.2816	NC_023009.1
NC_023009.1_210	125715	125973	+	1099	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_023009.1
NC_023009.1_211	126050	126290	+	1099	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_023009.1
NC_023009.1_212	126300	126648	+	3522	unknown function	moron, auxiliary metabolic gene and host takeover	6.5877	0.2743	NC_023009.1
NC_023009.1_213	126996	127095	+	No_PHROG	unknown function	moron, auxiliary metabolic gene and host takeover	8.5513	0.4871	NC_023009.1
NC_023009.1_214	127091	127187	+	No_PHROG	unknown function	moron, auxiliary metabolic gene and host takeover	8.0755	0.3876	NC_023009.1
NC_047722.1_0	84	180	-	No_PHROG	unknown function	head and packaging	1.0939	0.1614	NC_047722.1
NC_047722.1_1	273	381	+	No_PHROG	unknown function	DNA, RNA and nucleotide metabolism	1.4322	0.1779	NC_047722.1
NC_047722.1_2	485	785	+	654	unknown function	DNA, RNA and nucleotide metabolism	3.5525	0.2116	NC_047722.1
NC_047722.1_3	800	986	+	3204	unknown function	moron, auxiliary metabolic gene and host takeover	8.0621	0.3604	NC_047722.1
NC_047722.1_4	1092	1383	+	654	unknown function	integration and excision	2.3158	0.2016	NC_047722.1
NC_047722.1_5	1382	1670	+	654	unknown function	integration and excision	1.2508	0.2084	NC_047722.1
NC_047722.1_6	1669	1963	+	654	unknown function	DNA, RNA and nucleotide metabolism	1.9768	0.2132	NC_047722.1
NC_047722.1_7	1966	2224	+	1099	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_047722.1
NC_047722.1_8	2301	2541	+	1099	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_047722.1
NC_047722.1_9	2551	2899	+	3522	unknown function	integration and excision	1.0315	0.1835	NC_047722.1
NC_047722.1_10	3107	3446	-	3077	unknown function	DNA, RNA and nucleotide metabolism	1.4630	0.2238	NC_047722.1
NC_047722.1_11	3424	3574	+	No_PHROG	unknown function	DNA, RNA and nucleotide metabolism	1.2097	0.2427	NC_047722.1
NC_047722.1_12	3597	3711	-	No_PHROG	unknown function	DNA, RNA and nucleotide metabolism	1.4631	0.2006	NC_047722.1
NC_047722.1_13	3757	4066	+	2601	unknown function	DNA, RNA and nucleotide metabolism	2.8168	0.2004	NC_047722.1
NC_047722.1_14	4084	4282	-	No_PHROG	unknown function	DNA, RNA and nucleotide metabolism	1.8784	0.2334	NC_047722.1
NC_047722.1_15	4271	4556	+	3164	unknown function	DNA, RNA and nucleotide metabolism	2.5466	0.1950	NC_047722.1
NC_047722.1_16	4630	4822	+	3388	other	NA	NA	NA	NC_047722.1
NC_047722.1_17	4808	4904	+	No_PHROG	unknown function	DNA, RNA and nucleotide metabolism	1.0294	0.1729	NC_047722.1
NC_047722.1_18	4930	5071	+	No_PHROG	unknown function	DNA, RNA and nucleotide metabolism	2.6421	0.1608	NC_047722.1
NC_047722.1_19	5138	5627	-	59	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_047722.1
NC_047722.1_20	5785	5953	+	3325	other	NA	NA	NA	NC_047722.1
NC_047722.1_21	6022	6154	+	3837	unknown function	DNA, RNA and nucleotide metabolism	2.6417	0.1762	NC_047722.1
NC_047722.1_22	6321	6645	+	3276	unknown function	DNA, RNA and nucleotide metabolism	1.3773	0.2236	NC_047722.1
NC_047722.1_23	6744	6981	+	3480	unknown function	integration and excision	1.0826	0.1757	NC_047722.1
NC_047722.1_24	7060	7531	+	2543	unknown function	DNA, RNA and nucleotide metabolism	1.0239	0.2195	NC_047722.1
NC_047722.1_25	7589	7763	+	3789	unknown function	DNA, RNA and nucleotide metabolism	1.6032	0.1919	NC_047722.1
NC_047722.1_26	7762	8032	+	3549	unknown function	DNA, RNA and nucleotide metabolism	1.8088	0.1986	NC_047722.1
NC_047722.1_27	8116	8338	+	30315	unknown function	DNA, RNA and nucleotide metabolism	1.1388	0.1938	NC_047722.1
NC_047722.1_28	8411	8513	+	22992	unknown function	moron, auxiliary metabolic gene and host takeover	5.7287	0.2474	NC_047722.1
NC_047722.1_29	8528	8651	-	No_PHROG	unknown function	moron, auxiliary metabolic gene and host takeover	6.7460	0.2685	NC_047722.1
NC_047722.1_30	8634	8871	-	2884	unknown function	moron, auxiliary metabolic gene and host takeover	8.7206	0.4411	NC_047722.1
NC_047722.1_31	8870	9044	-	4355	unknown function	moron, auxiliary metabolic gene and host takeover	9.5670	0.7053	NC_047722.1
NC_047722.1_32	9050	9305	-	16296	unknown function	DNA, RNA and nucleotide metabolism	2.5471	0.2129	NC_047722.1
NC_047722.1_33	9307	9499	-	4249	unknown function	moron, auxiliary metabolic gene and host takeover	9.7041	0.7732	NC_047722.1
NC_047722.1_34	9495	9981	-	3619	unknown function	moron, auxiliary metabolic gene and host takeover	9.4463	0.6453	NC_047722.1
NC_047722.1_35	9973	10405	-	2349	unknown function	DNA, RNA and nucleotide metabolism	2.2205	0.1773	NC_047722.1
NC_047722.1_36	10418	10961	-	4045	unknown function	DNA, RNA and nucleotide metabolism	6.1019	0.2344	NC_047722.1
NC_047722.1_37	10972	11461	-	1017	unknown function	DNA, RNA and nucleotide metabolism	9.6614	0.7516	NC_047722.1
NC_047722.1_38	11473	11872	-	3857	unknown function	DNA, RNA and nucleotide metabolism	4.7755	0.2173	NC_047722.1
NC_047722.1_39	11868	12576	-	246	other	NA	NA	NA	NC_047722.1
NC_047722.1_40	12675	13230	-	2981	unknown function	DNA, RNA and nucleotide metabolism	1.6663	0.1826	NC_047722.1
NC_047722.1_41	13245	13563	-	4178	tail	NA	NA	NA	NC_047722.1
NC_047722.1_42	13631	13745	+	No_PHROG	unknown function	DNA, RNA and nucleotide metabolism	1.1862	0.1586	NC_047722.1
NC_047722.1_43	13753	13930	+	No_PHROG	unknown function	DNA, RNA and nucleotide metabolism	1.6436	0.1636	NC_047722.1
NC_047722.1_44	13926	14055	-	No_PHROG	unknown function	DNA, RNA and nucleotide metabolism	1.6203	0.1519	NC_047722.1
NC_047722.1_45	14132	14333	-	27748	unknown function	DNA, RNA and nucleotide metabolism	1.3069	0.1893	NC_047722.1
NC_047722.1_46	14332	14434	-	No_PHROG	unknown function	DNA, RNA and nucleotide metabolism	2.5014	0.1519	NC_047722.1
NC_047722.1_47	14548	15097	-	2948	unknown function	moron, auxiliary metabolic gene and host takeover	8.0443	0.3383	NC_047722.1
NC_047722.1_48	15100	15319	-	3686	unknown function	moron, auxiliary metabolic gene and host takeover	6.9428	0.2465	NC_047722.1
NC_047722.1_49	15319	15514	-	3950	unknown function	DNA, RNA and nucleotide metabolism	1.6913	0.2138	NC_047722.1
NC_047722.1_50	15503	16241	-	3464	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_047722.1
NC_047722.1_51	16303	16408	-	5230	unknown function	moron, auxiliary metabolic gene and host takeover	8.3693	0.3809	NC_047722.1
NC_047722.1_52	16419	16659	-	3697	unknown function	DNA, RNA and nucleotide metabolism	1.0097	0.2225	NC_047722.1
NC_047722.1_53	16660	17050	-	28554	other	NA	NA	NA	NC_047722.1
NC_047722.1_54	17148	17322	-	3504	other	NA	NA	NA	NC_047722.1
NC_047722.1_55	17362	17845	-	3319	unknown function	DNA, RNA and nucleotide metabolism	1.4762	0.2030	NC_047722.1
NC_047722.1_56	17894	18437	-	3635	unknown function	DNA, RNA and nucleotide metabolism	1.3314	0.1853	NC_047722.1
NC_047722.1_57	18436	18970	-	3702	unknown function	DNA, RNA and nucleotide metabolism	1.0329	0.2141	NC_047722.1
NC_047722.1_58	18972	19137	-	152	transcription regulation	NA	NA	NA	NC_047722.1
NC_047722.1_59	19139	19418	-	3751	moron, auxiliary metabolic gene and host takeover	NA	NA	NA	NC_047722.1
NC_047722.1_60	19417	20263	-	1909	head and packaging	NA	NA	NA	NC_047722.1
NC_047722.1_61	20274	21393	-	249	moron, auxiliary metabolic gene and host takeover	NA	NA	NA	NC_047722.1
NC_047722.1_62	21416	21518	-	No_PHROG	unknown function	DNA, RNA and nucleotide metabolism	2.0928	0.1605	NC_047722.1
NC_047722.1_63	21545	21872	-	2861	unknown function	DNA, RNA and nucleotide metabolism	1.2945	0.1873	NC_047722.1
NC_047722.1_64	21864	22281	-	2708	other	NA	NA	NA	NC_047722.1
NC_047722.1_65	22413	22716	-	715	other	NA	NA	NA	NC_047722.1
NC_047722.1_66	22715	22904	-	3048	unknown function	DNA, RNA and nucleotide metabolism	1.2401	0.2124	NC_047722.1
NC_047722.1_67	22947	23109	-	2966	unknown function	DNA, RNA and nucleotide metabolism	1.0499	0.2056	NC_047722.1
NC_047722.1_68	23108	25157	-	3200	unknown function	DNA, RNA and nucleotide metabolism	2.3464	0.1883	NC_047722.1
NC_047722.1_69	25234	25498	-	2811	head and packaging	NA	NA	NA	NC_047722.1
NC_047722.1_70	25514	25688	-	1274	lysis	NA	NA	NA	NC_047722.1
NC_047722.1_71	25694	26273	-	2642	unknown function	lysis	2.7569	0.3737	NC_047722.1
NC_047722.1_72	26265	26892	-	1817	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_047722.1
NC_047722.1_73	26884	27781	-	548	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_047722.1
NC_047722.1_74	27780	28005	-	3093	unknown function	lysis	3.5397	0.2357	NC_047722.1
NC_047722.1_75	28073	28814	-	170	other	NA	NA	NA	NC_047722.1
NC_047722.1_76	28865	29480	-	2995	unknown function	DNA, RNA and nucleotide metabolism	2.2660	0.2232	NC_047722.1
NC_047722.1_77	29495	29921	-	531	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_047722.1
NC_047722.1_78	29910	30102	-	2706	unknown function	moron, auxiliary metabolic gene and host takeover	8.2856	0.3705	NC_047722.1
NC_047722.1_79	30124	30766	-	2896	unknown function	DNA, RNA and nucleotide metabolism	2.7254	0.2009	NC_047722.1
NC_047722.1_80	30755	30986	-	3	transcription regulation	NA	NA	NA	NC_047722.1
NC_047722.1_81	30988	31216	-	2770	unknown function	lysis	1.1758	0.2258	NC_047722.1
NC_047722.1_82	31325	32018	-	3310	other	NA	NA	NA	NC_047722.1
NC_047722.1_83	32204	32840	-	374	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_047722.1
NC_047722.1_84	32906	33698	-	200	other	NA	NA	NA	NC_047722.1
NC_047722.1_85	33697	34006	-	3667	unknown function	lysis	1.2525	0.2421	NC_047722.1
NC_047722.1_86	34118	34748	-	833	lysis	NA	NA	NA	NC_047722.1
NC_047722.1_87	34983	35073	-	No_PHROG	unknown function	DNA, RNA and nucleotide metabolism	1.3789	0.1681	NC_047722.1
NC_047722.1_88	35018	35519	-	59	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_047722.1
NC_047722.1_89	35611	35713	+	No_PHROG	unknown function	lysis	3.4817	0.1799	NC_047722.1
NC_047722.1_90	35678	36482	-	635	lysis	NA	NA	NA	NC_047722.1
NC_047722.1_91	36481	36985	-	962	lysis	NA	NA	NA	NC_047722.1
NC_047722.1_92	37069	37255	-	987	unknown function	DNA, RNA and nucleotide metabolism	3.0148	0.1917	NC_047722.1
NC_047722.1_93	37317	37446	+	No_PHROG	unknown function	moron, auxiliary metabolic gene and host takeover	7.3755	0.2759	NC_047722.1
NC_047722.1_94	37656	37761	+	No_PHROG	unknown function	moron, auxiliary metabolic gene and host takeover	8.8960	0.4784	NC_047722.1
NC_047722.1_95	37930	38053	-	No_PHROG	unknown function	moron, auxiliary metabolic gene and host takeover	8.8403	0.4656	NC_047722.1
NC_047722.1_96	38443	38551	+	No_PHROG	unknown function	moron, auxiliary metabolic gene and host takeover	9.3599	0.6124	NC_047722.1
NC_047722.1_97	38551	38722	+	No_PHROG	unknown function	moron, auxiliary metabolic gene and host takeover	9.4674	0.6640	NC_047722.1
NC_047722.1_98	38801	39020	-	1257	moron, auxiliary metabolic gene and host takeover	NA	NA	NA	NC_047722.1
NC_047722.1_99	39133	39274	-	No_PHROG	unknown function	moron, auxiliary metabolic gene and host takeover	9.9021	0.9192	NC_047722.1
NC_047722.1_100	39497	39707	-	17190	head and packaging	NA	NA	NA	NC_047722.1
NC_047722.1_101	39719	40052	-	937	other	NA	NA	NA	NC_047722.1
NC_047722.1_102	40064	40391	-	1481	unknown function	head and packaging	1.9781	0.3470	NC_047722.1
NC_047722.1_103	40423	40690	-	4526	unknown function	moron, auxiliary metabolic gene and host takeover	9.8573	0.8909	NC_047722.1
NC_047722.1_104	40784	40877	-	No_PHROG	unknown function	head and packaging	1.6045	0.3665	NC_047722.1
NC_047722.1_105	40950	41217	+	3395	moron, auxiliary metabolic gene and host takeover	NA	NA	NA	NC_047722.1
NC_047722.1_106	41194	41473	+	1321	unknown function	head and packaging	5.6294	0.2809	NC_047722.1
NC_047722.1_107	41553	41880	+	1063	head and packaging	NA	NA	NA	NC_047722.1
NC_047722.1_108	41894	43712	+	675	head and packaging	NA	NA	NA	NC_047722.1
NC_047722.1_109	43704	44526	+	1917	head and packaging	NA	NA	NA	NC_047722.1
NC_047722.1_110	44596	44686	+	3863	unknown function	head and packaging	5.3745	0.2326	NC_047722.1
NC_047722.1_111	44682	45162	+	1116	moron, auxiliary metabolic gene and host takeover	NA	NA	NA	NC_047722.1
NC_047722.1_112	45254	46397	+	3094	unknown function	head and packaging	2.7517	0.2216	NC_047722.1
NC_047722.1_113	46482	46824	+	3937	unknown function	moron, auxiliary metabolic gene and host takeover	7.3188	0.3021	NC_047722.1
NC_047722.1_114	46901	47213	+	1108	head and packaging	NA	NA	NA	NC_047722.1
NC_047722.1_115	47216	48908	+	12	head and packaging	NA	NA	NA	NC_047722.1
NC_047722.1_116	49134	49875	+	1028	head and packaging	NA	NA	NA	NC_047722.1
NC_047722.1_117	49893	50850	+	1133	unknown function	head and packaging	9.1383	0.5392	NC_047722.1
NC_047722.1_118	50965	52357	+	752	head and packaging	NA	NA	NA	NC_047722.1
NC_047722.1_119	52448	52745	+	1205	unknown function	head and packaging	8.0110	0.3357	NC_047722.1
NC_047722.1_120	52757	53666	+	772	tail	NA	NA	NA	NC_047722.1
NC_047722.1_121	53679	54558	+	1004	head and packaging	NA	NA	NA	NC_047722.1
NC_047722.1_122	54557	55178	+	1127	connector	NA	NA	NA	NC_047722.1
NC_047722.1_123	55196	56033	+	1000	tail	NA	NA	NA	NC_047722.1
NC_047722.1_124	56034	56250	+	1151	unknown function	head and packaging	8.0812	0.3985	NC_047722.1
NC_047722.1_125	56276	58040	+	279	tail	NA	NA	NA	NC_047722.1
NC_047722.1_126	58112	58541	+	985	head and packaging	NA	NA	NA	NC_047722.1
NC_047722.1_127	58637	58778	+	2701	unknown function	head and packaging	7.0842	0.3177	NC_047722.1
NC_047722.1_128	58820	59279	+	1905	unknown function	head and packaging	4.3967	0.3171	NC_047722.1
NC_047722.1_129	59291	59486	+	4320	moron, auxiliary metabolic gene and host takeover	NA	NA	NA	NC_047722.1
NC_047722.1_130	59567	59879	+	2754	head and packaging	NA	NA	NA	NC_047722.1
NC_047722.1_131	60010	60469	+	1038	tail	NA	NA	NA	NC_047722.1
NC_047722.1_132	60512	61049	+	1316	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_047722.1
NC_047722.1_133	61101	65160	+	1047	tail	NA	NA	NA	NC_047722.1
NC_047722.1_134	65238	67665	+	1015	tail	NA	NA	NA	NC_047722.1
NC_047722.1_135	67678	68566	+	2677	tail	NA	NA	NA	NC_047722.1
NC_047722.1_136	68565	71112	+	2204	other	NA	NA	NA	NC_047722.1
NC_047722.1_137	71218	72010	+	1011	head and packaging	NA	NA	NA	NC_047722.1
NC_047722.1_138	72009	72534	+	1073	unknown function	head and packaging	5.6503	0.2593	NC_047722.1
NC_047722.1_139	72533	73238	+	975	tail	NA	NA	NA	NC_047722.1
NC_047722.1_140	73252	74299	+	6	tail	NA	NA	NA	NC_047722.1
NC_047722.1_141	74319	77379	+	2386	head and packaging	NA	NA	NA	NC_047722.1
NC_047722.1_142	77489	78011	+	1394	head and packaging	NA	NA	NA	NC_047722.1
NC_047722.1_143	78031	81490	+	25864	tail	NA	NA	NA	NC_047722.1
NC_047722.1_144	81538	81697	+	1074	unknown function	head and packaging	2.5961	0.2510	NC_047722.1
NC_047722.1_145	81697	83620	+	2665	head and packaging	NA	NA	NA	NC_047722.1
NC_047722.1_146	83642	84017	+	2671	tail	NA	NA	NA	NC_047722.1
NC_047722.1_147	84023	85400	+	2691	tail	NA	NA	NA	NC_047722.1
NC_047722.1_148	85491	87240	+	16	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_047722.1
NC_047722.1_149	87251	88865	+	1098	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_047722.1
NC_047722.1_150	88857	90300	+	19	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_047722.1
NC_047722.1_151	90378	91416	+	100	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_047722.1
NC_047722.1_152	91415	91793	+	2773	unknown function	moron, auxiliary metabolic gene and host takeover	8.8690	0.4708	NC_047722.1
NC_047722.1_153	91792	93712	+	77	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_047722.1
NC_047722.1_154	93711	94308	+	1070	moron, auxiliary metabolic gene and host takeover	NA	NA	NA	NC_047722.1
NC_047722.1_155	94322	95390	+	47	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_047722.1
NC_047722.1_156	95456	95795	+	1291	unknown function	moron, auxiliary metabolic gene and host takeover	8.4153	0.3870	NC_047722.1
NC_047722.1_157	95794	96247	+	1095	head and packaging	NA	NA	NA	NC_047722.1
NC_047722.1_158	96233	96842	+	244	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_047722.1
NC_047722.1_159	96858	97251	+	883	moron, auxiliary metabolic gene and host takeover	NA	NA	NA	NC_047722.1
NC_047722.1_160	97265	99380	+	84	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_047722.1
NC_047722.1_161	99393	100443	+	86	DNA, RNA and nucleotide metabolism	NA	NA	NA	NC_047722.1
NC_047722.1_162	100460	100790	+	2797	unknown function	moron, auxiliary metabolic gene and host takeover	7.2576	0.2920	NC_047722.1
